novel_name,tokenized_sentence
"

আরো টুনটুনি ও আরো ছোটাচ্চু",তবে শোনা যায় পাস করে বের হয়ে গেছে এরকম একজন ছাত্রী নাকি কিরা কেটে বলেছে যে মতিউর স্যার একবার খুব জোরে হাঁচি দিয়েছিল তখন তার ডান কানটা খুলে এসেছিল-সে সেটা নিজের চোখে দেখেছিল।
"

আরো টুনটুনি ও আরো ছোটাচ্চু",সত্যি সত্যি কথাটা কে বলেছে সেটা অবশ্যি কখনোই প্রমাণ করা সম্ভব হয়নি।
"

আরো টুনটুনি ও আরো ছোটাচ্চু","মতিউর স্যারের অনেকগুলো বেত আছে, একটা শিলং থেকে আনা হয়েছে, একটা বান্দরবানের, আরেকটা নেত্রকোনার।"
"

আরো টুনটুনি ও আরো ছোটাচ্চু",সরকার থেকে বেত মারা নিষেধ করে দেওয়ার পর মতিউর স্যারের মনের দুঃখে প্রায় হার্ট এটাকের মতো অবস্থা হয়েছিল।
"

আরো টুনটুনি ও আরো ছোটাচ্চু","মতিউর স্যার এখনো মাঝে মাঝে ক্লাশে বেতগুলো নিয়ে আসে, বাতাসে শপাং শপাং করে মারে আর ছাত্রছাত্রীদের দিকে লোলুপ দৃষ্টিতে তাকিয়ে থাকে।"
"

আরো টুনটুনি ও আরো ছোটাচ্চু",যেহেতু বেত মারতে পারে না তাই গালিগালাজ করে মনের ঝাল মেটায়।
"

আরো টুনটুনি ও আরো ছোটাচ্চু",তার গালির মতো বিষাক্ত গালি পৃথিবীতে আর কোথাও নেই।
"

আরো টুনটুনি ও আরো ছোটাচ্চু","যাকে একবার স্যার গালি দেয় কমপক্ষে এক মাস
তার মন-মেজাজ খারাপ থাকে।"
"

আরো টুনটুনি ও আরো ছোটাচ্চু",এই যে ভয়ঙ্কর মতিউর স্যার তার থেকেও ভয়ঙ্কর হচ্ছে নার্গিস ম্যাডাম!
"

আরো টুনটুনি ও আরো ছোটাচ্চু",কথাটা শুনে সবাই মনে করতে পারে নার্গিস ম্যাডাম বুঝি দেখতে মারদানা ম্যাডাম আর মতিউর স্যার থেকেও ভয়ঙ্কর।
"

আরো টুনটুনি ও আরো ছোটাচ্চু","কিন্তু আসলে সেটা সত্যি নয়, নার্গিস ম্যাডাম দেখতে অসাধারণ।"
"

আরো টুনটুনি ও আরো ছোটাচ্চু","দূর থেকে তাকে দেখলে মনে হয় সিনেমার নায়িকা, শুকনো পাতলা ছিপছিপে, ঠোঁটে লাল লিপস্টিক, চুলগুলো ফুলিয়ে-ফাঁপিয়ে রাখা, সেখানে বেলী ফুলের মালা, পরনে আকাশী-নীল তাঁতের শাড়ি।"
"

আরো টুনটুনি ও আরো ছোটাচ্চু",কথাবার্তা শুনলে মনে হয় ইন্ডিয়ান বাংলা সিরিয়ালের নায়িকা কথা বলছে।
"

আরো টুনটুনি ও আরো ছোটাচ্চু",কিন্তু যারা তাকে চিনে তারা সবাই জানে নার্গিস ম্যাডাম হচ্ছে ভয়ঙ্কর থেকেও ভয়ঙ্কর।
"

আরো টুনটুনি ও আরো ছোটাচ্চু",শুধু চোখের দৃষ্টি দিয়ে নার্গিস ম্যাডাম যে কোনো ছাত্র কিংবা ছাত্রীর শরীরের সব রক্ত শুষে নিতে পারেন।
"

আরো টুনটুনি ও আরো ছোটাচ্চু","একবার নাকি ক্লাশ নাইনের একজন ছাত্রীর দিকে নার্গিস ম্যাডাম তিরিশ সেকেন্ড কোনো কথা না বলে তাকিয়ে ছিলেন, সেই ছাত্রী বাসাতে গিয়েই অসুস্থ হয়ে পড়ল।"
"

আরো টুনটুনি ও আরো ছোটাচ্চু",হাসপাতালে গিয়ে তাকে দুই ব্যাগ এ পজিটিভ রক্ত দিতে হয়েছিল!
"

আরো টুনটুনি ও আরো ছোটাচ্চু",নার্গিস ম্যাডাম যখন ক্লাশে আসেন তখন ক্লাশের ছেলেমেয়েরা মাঝে মাঝে ভয়ে নিঃশ্বাস নিতেও ভুলে যায়।
"

আরো টুনটুনি ও আরো ছোটাচ্চু","শোনা যায়, নার্গিস ম্যাডাম যদি নিচু ক্লাশের কোনো ছেলের কিংবা মেয়ের দিকে তাকিয়ে বলেন, ‘এই ছেলে' কিংবা ‘এই মেয়ে' তাহলে নাকি তাদের কাপড়ে বাথরুম হয়ে যায়।"
"

আরো টুনটুনি ও আরো ছোটাচ্চু","সেই ভয়ঙ্কর নার্গিস ম্যাডাম একদিন টুনিদের ক্লাশে এসে টুনির দিকে তাকিয়ে বললেন, “এই মেয়ে!”"
"

আরো টুনটুনি ও আরো ছোটাচ্চু","নার্গিস ম্যাডামের দিকে সরাসরি তাকানোর সাহস কারো নেই, তাই টুনি তার নাকের দিকে তাকিয়ে বলল, “জি ম্যাডাম।”"
"

আরো টুনটুনি ও আরো ছোটাচ্চু","নার্গিস ম্যাডাম বললেন, “সেই দিন টেলিভিশনে দেখলাম একজন বড় সন্ত্রাসীকে ধরেছে বলে পুলিশ একটা প্রাইভেট ডিটেকটিভকে পুরস্কার দিচ্ছে।”"
"

আরো টুনটুনি ও আরো ছোটাচ্চু","নার্গিস ম্যাডাম বললেন, “তোমাকে দেখলাম সেই প্রাইভেট ডিটেকটিভের পাশে সাজুগুজু করে দাঁড়িয়ে ছিলে।”"
"

আরো টুনটুনি ও আরো ছোটাচ্চু","টুনি ফ্যাকাসে মুখে বলল, “জি ম্যাডাম।”"
"আমি তপু
",কোন কিছু বোঝার আগেই তপুর জীবনটা হঠাৎ করে পালটে গেলো চিরদিনের মতোই।
"আমি তপু
","দেখতে দেখতে তার আপনজনেরা দূরে সরে যেতে থাকে, এক সময় তপু আবিষ্কার করে সে একা।"
"আমি তপু
",একেবারেই একা।
"আমি তপু
",নিঃসঙ্গ কিশোরের এই দুঃসহ জীবনে বন্ধুত্বের হাত বাড়িয়ে দিল তার বিচিত্র সব সঙ্গী সাথী।
"আমি তপু
",তাদের নিয়ে সে কী পাড়ি দিতে পারবে তার বান্ধবহীন নিষ্ঠুর এই জীবন?
"আমি তপু
",আমি তপু নিঃসঙ্গ এক কিশোরের বেঁচে থাকার ইতিহাস।
"আমি তপু
",নিষ্ঠুরতার ইতিহাস এবং ভালবাসার ইতিহাস।
"আমি তপু
","০১. একা একা
আমার নাম তপু।"
"আমি তপু
",ভাল নাম আরিফুল ইসলাম।
"আমি তপু
",আমি বি.কে. সরকারি হাই স্কুলে ক্লাস এইটে পড়ি।
"আমি তপু
","আমাদের ক্লাসে এখন আটচল্লিশজন ছেলে-মেয়ে, তার মাঝে আমার রোল নম্বর পঁয়তাল্লিশ।"
"আমি তপু
","আমি বেশি লম্বা-চওড়া না, মোটামুটি ছোটখাটো সাইজ।"
"আমি তপু
",আমার বয়স তেরো কিন্তু নিজের কাছে মনে হয় আমার বয়স বুঝি চল্লিশের কাছাকাছি।
"আমি তপু
","আমি জানি কেউ আমার কথা শুনলে একটুও বিশ্বাস করবে না, বলবে, ক্লাস এইটে পড়ে একটা ছেলের কাছে খামোখা।"
"আমি তপু
",নিজের বয়স চল্লিশ মনে হবে কেন?
"আমি তপু
",কিন্তু কথাটা সত্যি আমি একটুও বাড়িয়ে বলি নাই।
"আমি তপু
","আমার আব্বু যখন গাড়ি একসিডেন্টে মারা গেলেন তখন আমার বয়স ছিল দশ, আমি তখন পড়ি ক্লাস ফাইভে।"
"আমি তপু
","তারপর তিন বৎসর পর হয়েছে, এই তিন বৎসরে আমি তিন ক্লাস ওপরে উঠেছি।"
"আমি তপু
",কিন্তু আব্বু মারা যাবার পর প্রত্যেকটা বৎসর আমার কাছে মনে হয়েছে দশ বৎসরের মতো লম্বা একজন মানুষের দশ বৎসরে যে অভিজ্ঞতা হবার কথা আমার এক বৎসরেই সেই অভিজ্ঞতা হওয়া শুরু করল।
"আমি তপু
",তাই আমার সব সময় মনে হয় গত তিন বৎসরে আমার বয়স বেড়েছে তিরিশ বৎসর।
"আমি তপু
",সেই জন্যে বলছিলাম সব সময় আমার মনে হয় আমার বয়স প্রায় চল্লিশ।
"আমি তপু
",একজন চল্লিশ বছর বয়সের মানুষ যেভাবে চিন্তা করে আমিও মনে হয় সেইভাবে চিন্তা করি অনেকটা বুড়ো মানুষের মত।
"আমি তপু
","আমি যখন আসলেই বুড়ো হব তখন কী হবে কে জানে, তবে আমার মনে হয় সত্যি সত্যি বুড়ো হবার অনেক আগেই আমি মরে যাব।"
"আমি তপু
",কেন আমি এতো তাড়াতাড়ি বুড়ো মানুষের মতো হয়ে গেছি সেটা খুব বেশি মানুষ জানে না।
"আমি তপু
",যারা আমাকে বাইরে থেকে দেখে তাদের ধারণা আমার আব্বু মারা যাবার পর আমি বখে গিয়েছি।
"আমি তপু
","সেটা তারা ভাবতেই পারে, আমি তাদের একটুও দোষ দিই না।"
"আমি তপু
","আগে আমি পড়াশোনায় অসম্ভব ভাল ছিলাম, শুধু যে পরীক্ষায়, ফার্স্ট হতাম তাই না, যে সেকেন্ড হতো সে কখনো আমার ধারেকাছে আসতে পারত না।"
"আমি তপু
",এখন আমার পরীক্ষায় পাস করা নিয়েই ঝামেলা—আটচল্লিশজন ছেলেমেয়ের মাঝে কোনমতে টেনেটুনে আমি হয়েছি পঁয়তাল্লিশ নম্বর।
"আমি তপু
","আমার ধারণা সামনের বছর আমি পঁয়তাল্লিশ নম্বরও হতে পারব না, ক্লাস এইটেই আটকা পড়ে যাব।"
"আমি তপু
",অঙ্ক ছাড়া আর কোন বিষয়ে আমি পাস করতে পারব না।
"আমি তপু
","আমি যে শুধু পড়াশোনাতে খারাপ হয়েছি তা না, আমার আচার- ব্যবহার স্বভাব-চরিত্র সবকিছু খারাপ হয়ে গেছে।"
"আমি তপু
","আমি কারো সাথে ভাল করে কথা বলি না, খুব সহজে অন্যদের গালাগালি করতে পারি-ভয়ংকর ভয়ংকর খারাপ গালি আমি শিখে গেছি।"
"আমি তপু
","শুধু যে গালাগালি করতে পারি তা না, মারামারিও করতে পারি।"
"আমি তপু
","আমার গায়ে যে খুব জোর তা না-কিন্তু মারামারি করার জন্যে আসলে বেশি গায়ের জোর দরকার হয় না, যেটার দরকার সেটা হচ্ছে সাহস।"
"আমি তপু
",সেটা আজকাল আমার ভালই হয়েছে বড় ক্লাসের ছেলেদেরকেও আমি মাঝে মাঝে ধামকি-ধমকি দিয়ে ফেলি।
"আমি তপু
","আমাদের ক্লাসের ভাল ছেলেরা আমার কাছেই আসে না, আর মেয়েদের কথা তো ছেড়েই দিলাম- আমি যদি কখনো তাদের চোখের দিকে তাকাই তাহলেই তারা মনে হয় ভয়ের চোটে ভ্যা করে কেঁদে ফেলবে।"
"আমি তপু
","আমি নোংরা কাপড় পরে স্কুলে আসি, চুল থাকে উষ্কখুষ্ক চেহারার মাঝে সবসময় একটা হতচ্ছাড়া ভাব থাকে, আমাকে দেখে আজকাল কেউ কল্পনাও করতে পারবে না যে আমি এক সময় স্কুলের নিখুঁত একটা ভাল ছেলে ছিলাম।"
"আমি তপু
","কবিতা আবৃত্তি করতাম, ডিবেট করতাম, এমনকী স্কুলের বার্ষিক নাটকে আমি ছোট রাজপুত্রের অভিনয় করে একবার রূপার মেডেল পর্যন্ত পেয়েছিলাম।"
"আমি তপু
",আমার বড় আপু কিংবা ভাইয়া এখনো নিখুঁত ভালো মেয়ে আর নিখুঁত ভালো ছেলে শুধু আমি অন্য রকম।
"আমি তপু
","আমার বড় আপুর নাম ঈশিতা, এখন ইউনিভার্সিটিতে পড়ে।"
"আমি তপু
",শাড়ি পরে আপু যখন ইউনিভার্সিটিতে যায় তখন পাড়ার ইউনিভার্সিটি-কলেজে যাওয়া ছেলেরা হাঁ করে তাকিয়ে থাকে আর লম্বা লম্বা দীর্ঘশ্বাস ফেলে।
"আমি তপু
","আমার ভাইয়ার নাম রাজীব, সে যখন কলেজ থেকে এসে একটা টি শার্ট পরে ক্রিকেট ব্যাট নিয়ে খেলতে বের হয় তখন কম বয়সী মেয়েরা চোখের কোণা দিয়ে তার দিকে তাকিয়ে নিজেরা একজন আরেকজনের সাথে ফিসফিস করে কথা বলে খিলখিল করে হাসে।"
"আমি তপু
",শুধু আমি অন্য রকম-আমার দিকে কেউ ঘুরে তাকায় না।
"আমি তপু
","যারা আমাদের ভাল করে চিনে না তাদের ধারণা আমার আম্মুর দুই ছেলে-মেয়ে, আপু আর ভাইয়া।"
"আমি তপু
",আমি তাদের খুব দূর সম্পর্কের কোন গরিব হতভাগা আত্মীয়ের বখে যাওয়া ছেলে আর তারা দয়া করে আমাকে তাদের বাসায় থাকতে দিয়েছে।
"আমি তপু
","প্রথম প্রথম পুরো ব্যাপারটা নিয়ে আপু আর ভাইয়া খুব অস্বস্তি বোধ করত, আজকাল করে না।"
"আমি তপু
",অনেক দিন হলো মেনে নিয়েছে-ধরেই নিয়েছে তারা হলো আমার আম্মুর সত্যিকারের ছেলে-মেয়ে আর আমি তাদের আপন ভাই হয়েও বাইরের একজন মানুষ।
"আমি তপু
",এর শুরুটা ছিল খুব কষ্টের।
"আমি তপু
",আব্বু মারা যাবার পর প্রথম ধাক্কাটা সামলে নেবার পর আমরা প্রথম যেদিন খেতে বসেছি তখন সবাই দেখেছি আম্মু কিছু খেতে পারছেন না।
"আমি তপু
",প্লেটের খাবার হাত দিয়ে নাড়াচাড়া করতে করতে হঠাৎ শাড়ির আঁচল দিয়ে চোখ মুছলেন।
"আমি তপু
","সেটা দেখে আমাদেরও চোখে পানি এসে গেলো, আব্বু যেই চেয়ারটায় খেতে বসতেন সেই চেয়ারটা আছে কিন্তু আব্বু নাই ব্যাপারটা চিন্তা করেই আমার বুকের ভেতরটা হু হু করে উঠল।"
"আমি তপু
",আমিও নিজেকে সামলাতে না পেরে হঠাৎ ফুপিয়ে কেঁদে উঠলাম।
"আমি তপু
","আম্মু তখন আমার দিকে তীক্ষ্ণ দৃষ্টিতে তাকিয়ে বললেন, তপু তুই কাঁদছিস
কেন?"
"আমি তপু
","আমি কাঁদতে কাঁদতে বললাম, আব্বুর কথা মনে পড়ছে আম্মু।"
"আমার ডেঞ্জারাস মামী
","হ্যাঁ, এক শব্দে যদি কেউ আমার জীবনটাকে ব্যাখ্যা করতে চায় তাহলে সেই শব্দটা হবে বিভীষিকা।"
"আমার ডেঞ্জারাস মামী
","কেউ যেন মনে না করে আমার চারপাশে যারা আছে তারা বুঝি সবাই মিলে আমার জীবনটাকে বিভীষিকাময় করে রেখেছে, মোটও সেরকম কিছু নয়।"
"আমার ডেঞ্জারাস মামী
","বরং উলটোটাই সত্যি-আমার বাসার সবাই, স্কুলের বন্ধু-বান্ধব (এক দুজন রাক্ষস টাইপ স্যার ম্যাডাম ছাড়া), অন্য সব স্যার ম্যাডাম সবাই খুবই ভালো মানুষ।"
"আমার ডেঞ্জারাস মামী
","সত্যি কথা বলতে কী, আমিই একটু পাজী টাইপের, ইচ্ছা না থাকলেও কীভাবে কীভাবে জানি একটার পর একটা ঝামেলা পাকিয়ে ফেলি।"
"আমার ডেঞ্জারাস মামী
",কিন্তু তারপরেও আমার নিজের কাছে মনে হয় আমার জীবনটা একটা মূর্তিমান বিভীষিকা।
"আমার ডেঞ্জারাস মামী
","আমাদের বাসায় আছেন আব্বু, আম্মু, বড়ো বোন মিলা, আমি টুলু আর ছোটো ভাই পিলু।"
"আমার ডেঞ্জারাস মামী
",আন্ধুকে দিয়ে শুরু করা যাক।
"আমার ডেঞ্জারাস মামী
",আব্বু হচ্ছেন পৃথিবীর সবচেয়ে ভুলোভালা মানুষ।
"আমার ডেঞ্জারাস মামী
",এরকম একজন মানুষ কেমন করে কলেজের প্রফেসর হতে পারেন আমি সেটা চিন্তা করেও পাই না।
"আমার ডেঞ্জারাস মামী
",আমার মাঝে মাঝেই মনে হয় আব্বু নিশ্চয়ই মাঝেমধ্যে ভুলভাল কলেজে গিয়ে ভুলভাল ছাত্রছাত্রীদের পড়িয়ে চলে আসেন।
"আমার ডেঞ্জারাস মামী
",পড়ানও নিশ্চয়ই ভুলভাল জিনিস কিন্তু আজকালকার ছাত্রছাত্রীরা সেটা মনে হয় বুঝতেও পারে না।
"আমার ডেঞ্জারাস মামী
","আর কাজকর্ম দেখে আম্মু মাঝে মাঝেই মাথা নেড়ে বলেন, “আমার সাথে বিয়ে না হলে তোমার যে কী হতো!”"
"আমার ডেঞ্জারাস মামী
",তুমি আমাকে বিয়ে করেছিলে বলেই টিকে আছি।
"আমার ডেঞ্জারাস মামী
",কোন মেয়ের মাথা খারাপ হয়েছে যে তোমাকে বিয়ে করবে?
"আমার ডেঞ্জারাস মামী
",আমার সন্দেহ হয় যে আম্মু কী বলেছেন আব্বু এর মাঝে সেটাও নিশ্চয়ই ভুলে গেছেন।
"আমার ডেঞ্জারাস মামী
","যাই হোক, এখন কথা হচ্ছে এরকম ভুলোভালা একজন মানুষ আমার জীবনে বিভীষিকা হয় কেমন করে?"
"আমার ডেঞ্জারাস মামী
",সেটার অনেক কারণ আছে-একটা হচ্ছে আমার স্কুল।
"আমার ডেঞ্জারাস মামী
","আমার নতুন স্কুলটা একটা ঢংয়ের স্কুল, ছেলেমেয়েদের লেখাপড়া শিখিয়েই তাদের শান্তি নাই, টং করার জন্য তাদের মাঝে মাঝেই ছেলেমেয়েদের বাবা-মায়েদের সাথে কথা বলতে হয়।"
"আমার ডেঞ্জারাস মামী
","যারা নেকু নেকু টাইপের আঠা আঠা ভালো ছেলেমেয়ে, তাদের কোনো সমস্যা নাই, বাবা-মায়েরা যখন জানতে পারেন স্কুলে তাদের ছেলেমেয়েরা কত ভালো করছে তখন তারা মহাখুশী হয়ে ফিরে আসেন।"
"আমার ডেঞ্জারাস মামী
","ঝামেলাটা হয় আমার মতো দুই চারজনের যাদের লেখাপড়ার কোনো ইচ্ছা নাই, ক্লাসের ছেলেমেয়েদের সাথেও যারা মাঝেমধ্যে একটু মারামারি করে, যাদের ক্রিকেট বল লেগে জানালার কাঁচ ভেঙে যায়, যারা লাইব্রেরির বই হারিয়ে ফেলে-
এরকম ছেলেমেয়েদের।"
"আমার ডেঞ্জারাস মামী
","আমি চেষ্টা করি আব্বুকে নিয়ে যেতে, আম্মু যদি আমার সব অপকর্মের কথা জেনে যায় তাহলে পরে বিপদ হতে পারে।"
"আমার ডেঞ্জারাস মামী
","শেষবার যখন আলুকে নিয়ে গেছি তখন জিনিয়া ম্যাডাম কাগজপত্র দেখে আব্বুকে বললেন, “আপনার ছেলের মনে হয় ডিসিপ্লিন নিয়ে একটু সমস্যা আছে।”"
"আমার ডেঞ্জারাস মামী
","আব্বু হা হা করে হাসার চেষ্টা করে বললেন, “কার নাই?”"
"আমার ডেঞ্জারাস মামী
",ইংরেজি ল্যাংগুয়েজটাই একটা সমস্যা।
"আমার ডেঞ্জারাস মামী
",ডিসিপ্লিন শব্দটার মাঝে এস এর পর বাড়তি একটা সি দেওয়ার দরকার কী?
"আমার ডেঞ্জারাস মামী
",মাঝে মাঝে আমারই প্যাঁচ লেগে যায়।
"আমার ডেঞ্জারাস মামী
","তারপর ধরেন নিমোনিয়া শব্দটা—”
জিনিয়া ম্যাডাম মুখ শক্ত করে বললেন, “না, আমি বানান নিয়ে কথা বলছি না।”"
"আমার ডেঞ্জারাস মামী
",আমি বলছি ডিসিপ্লিন ব্যাপারটা নিয়ে।
"আমার ডেঞ্জারাস মামী
",আমার কাছে বিশাল লিস্ট।
"আমার ডেঞ্জারাস মামী
",মনে হয় বিশ্বাসই করতে পারছেন না যে তার ছেলের ডিসিপ্লিন নিয়ে সমস্যা থাকতে পারে।
"আমার ডেঞ্জারাস মামী
","জিনিয়া ম্যাডাম মুখটাকে রাক্ষুসীর মতো করে বললেন, “মনে হয় লেখাপড়াতেও মন নেই।”"
"আমার ডেঞ্জারাস মামী
",সব সাবজেক্টে টেনেটুনে পাশ।
"আমার ডেঞ্জারাস মামী
",গণিতের অবস্থা ভয়াবহ।
"আমার ডেঞ্জারাস মামী
","শুনলাম রাক্ষুসী ম্যাডাম বলছেন, “এই যে গণিত পরীক্ষার খাতাটা এখানে আছে।”"
"আমার ডেঞ্জারাস মামী
","প্রশ্ন করা আছে যতজন শ্রমিক তত টাকা মজুরি হিসেবে এত টাকা দেওয়া হয়েছে, শ্রমিকদের মজুরি কত।"
"আমার ডেঞ্জারাস মামী
",আপনার ছেলে কী লিখেছে জানেন?
"আমার ডেঞ্জারাস মামী
",এটি অন্যায় এবং অমানবিক।
"আমার ডেঞ্জারাস মামী
",এটি একধরনের শোষণ।
"আমার ডেঞ্জারাস মামী
","আব্বু মনে হলো অনেক কষ্ট করে তার হাসিটা গোপন করে জিজ্ঞেস করলেন, “এই উত্তর লিখে সে কত পেয়েছে?”"
"আমার ডেঞ্জারাস মামী
","যখন বাসায় আসছি তখন আব্বুকে জিজ্ঞেস করলাম, “আব্বু তুমি কি আমার ওপর রাগ হয়েছ?”"
"আমার ডেঞ্জারাস মামী
",কেন?
"আমার ডেঞ্জারাস মামী
","আমি বললাম, “এই যে পরীক্ষায় কম নম্বর পাচ্ছি।”"
"আমার ডেঞ্জারাস মামী
",স্যার ম্যাডামরা রাগ।
"আমার ডেঞ্জারাস মামী
",আমার ডিসিপ্লিন নিয়ে সমস্যা।
"আমার ডেঞ্জারাস মামী
",সেই ব্যাপার?
"আমার ডেঞ্জারাস মামী
",বুঝতে পারছি না রাগ হব নাকি অবাক হব।
"আমার ডেঞ্জারাস মামী
",কাঁদব না হাসব।
আঁখি এবং আমরা ক’জন,"যখন আমি বুঝতে পেরেছি যে আমাদের জীবনের কোথাও ছিটেফোঁটা আনন্দ নেই
কিছুদিন থেকে আমার দিনকাল বেশি ভালো যাচ্ছে না।"
আঁখি এবং আমরা ক’জন,আসলে শুধু কিছুদিন না-আমি যদি একটু চিন্তা করি তা হলে মনে হতে থাকে যে অনেকদিন থেকেই আমার দিনকাল বেশি ভালো যাচ্ছে না।
আঁখি এবং আমরা ক’জন,আমি যদি সবকিছু ছেড়েছুঁড়ে অনেকক্ষণ ধরে খুব গভীরভাবে চিন্তা করি তা হলে মনে হয় আমি বের করে ফেলতে পারব যে আসলে কখনোই আমার দিনকাল বেশি ভালো যায় নাই।
আঁখি এবং আমরা ক’জন,(তবে আমি কখনোই কোনো কিছু নিয়ে গভীরভাবে চিন্তা করতে পারি না-যে কোনো জিনিস নিয়ে একটুক্ষণ চিন্তা করলেই আমার কেমন জানি দম আটকে আসে।
আঁখি এবং আমরা ক’জন,")
আমার যে দিনকাল ভালো যাচ্ছে না সেটা বোঝার জন্যে খুব বেশি চিন্তা করার দরকারও হয় না-চিন্তা না করেও সেটা বের করে ফেলা যায়।"
আঁখি এবং আমরা ক’জন,"আমরা দুই ভাই, আমার বড় ভাইয়ের নাম টিটু আমার নাম তিতু।"
আঁখি এবং আমরা ক’জন,"বড় ভাইকে সবাই ঠিক করে ডাকে টিটু, বেশিরভাগ মানুষ আমাকে তিতু না ডেকে ডাকে তিতা।"
আঁখি এবং আমরা ক’জন,"যারা আবার একটু বেশি ঢং করতে চায় তারা মুখটা সুচালো করে নাকি সুরে বলে তেঁতো, তারপর এমনভাবে মুখের একটা ভঙ্গি করে যেন কেউ সত্যি সত্যি তাদের মুখে তেতো করলার রস ঢেলে দিয়েছে।"
আঁখি এবং আমরা ক’জন,আমি ঠিক করেছি বড় হওয়া মাত্রই হাইকোর্টে মামলা করে আমার নামটা বদলে ফেলব।
আঁখি এবং আমরা ক’জন,কী নাম নেব এখনো ঠিক করি নাই-তবে সেই নাম নিয়ে কেউ যে ঢং করতে পারবে না সেটা আমি এখন থেকেই ঘোষণা দিয়ে রাখতে পারি ।
আঁখি এবং আমরা ক’জন,"আমাদের বাসায় আমরা টিটু তিতু এই দুই ভাই ছাড়াও আছে আমার আব্বু, আম্মু আর ফুলি খালা।"
আঁখি এবং আমরা ক’জন,আব্বু ব্যাংকে চাকরি করেন আম্মু একটা স্কুলে পড়ান আর বলা যেতে পারে ফুলি খালা আমাদের সবাইকে দেখেশুনে রাখেন।
আঁখি এবং আমরা ক’জন,"ফুলি খালার মেজাজ অবশ্যি খুবই গরম, দুই তিনদিন পরে পরেই চিৎকার করে বলেন, “আমি আর এই বাসায় থাকব না!”"
আঁখি এবং আমরা ক’জন,এই বাসায় কোনো মানুষ থাকতে পারে না।
আঁখি এবং আমরা ক’জন,"এখানে কোনোরকম নিয়মনীতি নাই, কোনো রকম শৃঙ্খলা নাই, আমি একজন মানুষ কতো কাজ করব?"
আঁখি এবং আমরা ক’জন,বাসায় কাজ করি তার মানে কি আমি ক্রীতদাস?
আঁখি এবং আমরা ক’জন,শপিংমল থেকে আমাকে কিনে এনেছে?
আঁখি এবং আমরা ক’জন,আমি ভুলভাল কথা বললে মাঝে মাঝে আমাকে শুদ্ধ করে দেন।
আঁখি এবং আমরা ক’জন,আমাদের বাসায় আমরা সবাই ফুলি খালাকে ভয় পাই।
আঁখি এবং আমরা ক’জন,সবচাইতে বেশি ভয় পান আম্মু আর তার থেকেও বেশি ভয় পান আব্বু।
আঁখি এবং আমরা ক’জন,"যখন ফুলি খালা কাছাকাছি থাকেন না তখন আম্মু চোখ পাকিয়ে বলেন, “এই ফুলিকে আমি বাসা থেকে বিদায় করব।”"
আঁখি এবং আমরা ক’জন,কাজের বুয়া হয়ে আমাদের সাথে কী ভাষায় কথা বলে লক্ষ করেছ?
আঁখি এবং আমরা ক’জন,সে কি ভলান্টারি কাজ করে?
আঁখি এবং আমরা ক’জন,মোটেই।
আঁখি এবং আমরা ক’জন,মাসের শেষে গুনে গুনে টাকা দেই।
আঁখি এবং আমরা ক’জন,দুই ঈদে বোনাস।
আঁখি এবং আমরা ক’জন,টেলিভিশন বন্ধ করে ঘুমাতে যান।
আঁখি এবং আমরা ক’জন,বলে খট করে টেলিভিশনটা বন্ধ করে দিল!
আঁখি এবং আমরা ক’জন,আবার যখন ফুলি খালা আশেপাশে থাকেন তখন দুইজনই একেবারে কেঁচোর মতো হয়ে যান।
আঁখি এবং আমরা ক’জন,"আম্মু আহাদি গলায় বলেন, “ফুলি, তোমার চিকেনটা আজকে যা ভালো হয়েছে কী বলব।”"
