novel_name,tokenized_sentence
আঁখি এবং আমরা ক’জন,তোমার আসলে ফাইভ স্টার হোটেলের কুক হওয়া উচিত ছিল।
আঁখি এবং আমরা ক’জন,তা হলে যখন ইচ্ছা হবে বাড়িতে কথা বলতে পারবে।
আঁখি এবং আমরা ক’জন,মোবাইল ফোন আর টেলিভিশন এই দুই জিনিস আমি দুই চোখে দেখতে পারি না।
আঁখি এবং আমরা ক’জন,কে এই দুইটা জিনিস আবিষ্কার করেছিল কে জানে-তার ওপরে নিশ্চয়ই আল্লাহর গজব পড়বে।
আঁখি এবং আমরা ক’জন,"আম্মু বলেন, “ঠিকই বলেছ ফুলি।”"
আঁখি এবং আমরা ক’জন,মোবাইল টেলিফোনে বেশি কথা বললে না কি ব্রেনের মাঝে ক্যান্সার হয়।
আঁখি এবং আমরা ক’জন,ইউ আর হান্ড্রেড পার্সেন্ট রাইট।
আঁখি এবং আমরা ক’জন,পৃথিবী থেকে টেলিভিশন ব্যান করে দেওয়া দরকার!
আঁখি এবং আমরা ক’জন,সময়ের কী ভয়াবহ অপচয়।
আঁখি এবং আমরা ক’জন,তবে এই তিনজনকে নিয়ে আমার বেশি সমস্যা নাই-আমার সবচেয়ে বড় সমস্যা হচ্ছে আমার বড় ভাই টিটুকে নিয়ে।
আঁখি এবং আমরা ক’জন,সে কিছুদিন আগেও ঠিকঠাক ছিল আস্তে আস্তে কেমন যেন আজব হয়ে গেল।
আঁখি এবং আমরা ক’জন,"এখন দিনরাত খালি সে পড়ে, পড়তে পড়তে তার চেহারার মাঝে ভালো ছাত্র ভালো ছাত্র ভাব চলে এসেছে।"
আঁখি এবং আমরা ক’জন,"ঘাড়টা একটু কুঁজো, গলাটা চিকন, চোখ দুইটা গর্তের ভিতর এবং ঠোঁটের ওপর খুব হালকা গোঁফ ওঠার চিহ্ন।"
আঁখি এবং আমরা ক’জন,যতক্ষণ স্কুলে থাকে ভাইয়া কী করে আমি জানি না কিন্তু যতক্ষণ বাসায় থাকে ততক্ষণ সে গুনগুন গুনগুন করে নাকি সুরে মাথা দুলিয়ে দুলিয়ে কিছু একটা মুখস্থ করে।
আঁখি এবং আমরা ক’জন,"আমি আর তার ধারেকাছে যাই না, গেলেই তার বইটা আমার হাতে ধরিয়ে দিয়ে বলে, “এই তিতা, দেখ দেখি আমার এই পৃষ্ঠাটা ঠিকমতোন মুখস্থ হয়েছে কি না।”"
আঁখি এবং আমরা ক’জন,"উল্লেখ্য যে, মহাকর্ষ বল সার্বিকভাবে সংজ্ঞায়িত করার জন্যে একটি ধ্রুবক ব্যবহার করা হইয়াছে।"
আঁখি এবং আমরা ক’জন,"এম কে এস পদ্ধতিতে এই ধ্রুবকের মান ছয় দশমিক ছয় সাত চার গুণন দশ ঊর্ধ্বঘাত ঋণাত্মক এগারো...”
ক্লাসের পড়া করার জন্যে আমাকেও মুখস্থ করতে হয় কিন্তু ভাইয়ার মতো দাড়ি কমাসহ মুখস্থ করতে আমি কাউকে দেখিনি।"
আঁখি এবং আমরা ক’জন,এই ব্যাপারটাতে সে মনে হয় পৃথিবীর সবচেয়ে বড় এক্সপার্ট।
আঁখি এবং আমরা ক’জন,আমার আব্বু আর আম্মু এখন ভাইয়ার উপরে খুব খুশি।
আঁখি এবং আমরা ক’জন,"বাসায় কেউ বেড়াতে এলেই আবু-আম্মু টিটুকে দেখিয়ে বলেন, “এই যে টিটু, আমাদের বড় ছেলে।”"
আঁখি এবং আমরা ক’জন,লেখাপড়ায় খুব মনোযোগ।
আঁখি এবং আমরা ক’জন,সামনের বার এসএসসি দিবে।
আঁখি এবং আমরা ক’জন,"পরীক্ষার এখনো দেড় বছর বাকি, এর মাঝে সারা বই মুখস্থ করে ফেলেছে।"
আঁখি এবং আমরা ক’জন,"আমি সবসময় দূরে থাকার চেষ্টা করি, কিন্তু মাঝে মাঝেই আমাকে ডেকে আনা হয়।"
প্রোগ্রামার,জামশেদ একজন প্রোগ্রামার।
প্রোগ্রামার,"তার বয়স যখন ষোলো সে অত্যন্ত কষ্টেসৃষ্টে সেকেন্ডারি স্কুল সার্টিফিকেট পরীক্ষা পাস করেছিল, ইংরেজি আর ফিজিক্সে আর একটু হলে ভরাডুবি হয় যেত।"
প্রোগ্রামার,দুই বছর পরে হায়ার সেকেন্ডারি স্কুল সার্টিফিকেট পরীক্ষার আগে সে মোটামুটি পড়াশোনা করেছিল এবং হয়তো এমনিতেই পাস করে যেত।
প্রোগ্রামার,কিন্তু ব্যাপারটি নিশ্চিত করার জন্যে ইংরেজি পরীক্ষায় দীর্ঘ রচনাটি নকল করতে গিয়ে পরীক্ষকের কাছে হাতেনাতে ধরা পড়ে গেল।
প্রোগ্রামার,"সে যে কলেজ থেকে পরীক্ষা দিচ্ছে সেখানে উঁচু গলায় ছাত্র রাজনীতি করা হয়, শ্লোগানে-ঢাকা কলেজ ভবনটিকে দূর থেকে একটা খবরের কাগজের মতো মনে হয় এবং পরীক্ষার সময় পরীক্ষকরা নকলবাজ ছাত্রদের ঘাঁটাঘাঁটি করেন না।"
প্রোগ্রামার,কিন্তু জামশেদের কপাল খারাপ।
প্রোগ্রামার,সে একজন আধপাগল নীতিবাগীশ শিক্ষকের হাতে ধরা পড়ে গেল।
প্রোগ্রামার,"যদিও সে নিরীহ গোছের মানুষ তবুও তার সন্ত্রাসী বন্ধুদের মতো ভয় দেখানোর চেষ্টা করে দেখল- তাতে কোনো লাভ হল না, বরং উল্টো খুব দ্রুত একজন ম্যাজিস্ট্রেটের হাতে হস্তান্তর করে পাকাপাকিভাবে বহিষ্কার করে দেয়া হল।"
প্রোগ্রামার,জামশেদ মাসখানেক খুব মনমরা হয়ে ঘুরে বেড়াল।
প্রোগ্রামার,গভীর রাতে যখন আকাশে মেঘ করে ঝড়ো বাতাস বইত তখন মাঝে মাঝে তার সমস্ত জীবন অর্থহীন মনে হত; এমনকি এক দুবার সে আত্মহত্যা করার কথাও চিন্তা করেছিল।
প্রোগ্রামার,আত্মহত্যা করার কোনো যন্ত্রণাহীন সহজ পরিচ্ছন্ন উপায় থাকলে সে যে তার জন্যে সত্যি সত্যি চেষ্টা করে দেখত না এ কথাটিও কেউ নিশ্চিত করে বলতে যায় না।
প্রোগ্রামার,ঠিক এরকম সময়ে জামশেদ নয়াবাজারের মোড়ে একটি কম্পিউটার ট্রেনিং সেন্টারে প্রথমবারের মতো একটি কম্পিউটার দেখল।
প্রোগ্রামার,ঘটনাটি যে তার জীবনের মোড় ঘুরিয়ে দেবে সে সেটা তখনো জানত না।
প্রোগ্রামার,তার এক সহপাঠী যে হায়ার সেকেন্ডারি স্কুল সার্টিফিকেট পরীক্ষা দিয়ে বিশ্ববিদ্যালয়ে ভর্তি হবার প্রস'তি হিসেবে কম্পিউটারের ওপর কোর্স নেয়ার জন্যে এই ট্রেনিং সেন্টারে ভর্তি হয়েছে তার সাথে সময় কাটানোর জন্যে সে এই ট্রেনিং সেন্টারে এসেছিল।
প্রোগ্রামার,"কম্পিউটারের মনিটরের সামনে বসে তাকে আপাতদৃষ্টিতে অর্থহীন কিছু কাজ করতে হচ্ছিল, কাজটি কেন করতে হচ্ছে কিছুতেই সে ব্যাপারটি ধরতে পারছিল না।"
প্রোগ্রামার,অথচ দুই মিনিটের মাথায় হঠাৎ করে জামশেদের কাছে পুরো ব্যাপারটি অত্যন্ত যুক্তিসঙ্গত সহজ কাজ বলে মনে হতে থাকে।
প্রোগ্রামার,ঘণ্টা খানেকের মাঝে জামশেদ সবিস্ময়ে আবিষ্কার করল সে তার সহপাঠীকে প্রোগ্রামিঙে সাহায্য করতে শুরু করেছে।
প্রোগ্রামার,মানুষের মস্তিষ্ক কীভাবে কাজ করে সেটি বোঝা খুব সহজ নয়।
প্রোগ্রামার,জামশেদের ভিতরে হঠাৎ করে কম্পিউটার নামক এই বিচিত্র যন্ত্রটির জন্য এক ধরনের অমানবিক আগ্রহের জন্ম হল।
প্রোগ্রামার,কম্পিউটার ট্রেনিং সেন্টারের নানা ধরনের কোর্সের কোনোটিই নেয়ার মতো আর্থিক সঙ্গতি ছিল না এবং তার ভাইয়ের সংসারে ভাবির ফুটফরমাশ খেটে ট্রেনিং- সেটি হওয়ার কোনো সম্ভাবনাও ছিল না।
প্রোগ্রামার,দিন কয়েক কম্পিউটার ট্রেনিং সেন্টারের আশপাশে ঘোরাঘুরি করে সে একরকম বেপরোয়া হয়ে একটা সাহসের কাজ করল- একদিন তার ভাবির একটা সোনার বালা চুরি করে ফেলল।
প্রোগ্রামার,ঘটনাটি যে জামশেদ করতে পারে সেটি ঘুণাক্ষরেও কেউ সন্দেহ করতে পারেনি।
প্রোগ্রামার,"বাসার কাজের ছেলেটিকে জামশেদের বড় ভাই যিনি তাদের অফিসের ভলিবল টিমের ক্যাপ্টেন অমানুষিকভাবে পেটালেন, তার পরেও স্বীকার না করায় তার জিনিসপত্র কেড়ে নিয়ে পুলিশের হাতে দ্বিতীয়বার নৃশংসভাবে পেটানোর জন্যে তুলে দিলেন।"
প্রোগ্রামার,"পুরো ব্যাপারটিতে জামশেদের ভিতরে এক ধরনের গভীর অপরাধবোধ জন্ম হল, কিন্তু তবুও একটিবারও সোনার বালাটি ফিরিয়ে দিয়ে সম্পূর্ণ নিরপরাধ এই কাজের ছেলেটিকে রক্ষা করার কথা মনে হল না।"
প্রোগ্রামার,সোনার বালাটি বিক্রি করে সেই টাকা দিয়ে কম্পিউটার নামক এই বিচিত্র জিনিসটির গহিনে প্রবেশ করার জন্যে তার ভিতরে যে দুর্দমনীয় আকর্ষণের জন্ম হয়েছে তার সঙ্গে তুলনা করার মতো অন্য কোনো অনুভূতির সাথে সে পরিচিত নয়।
প্রোগ্রামার,"সোনার বালাটি যে মূল্যে বিক্রি করার কথা জামশেদকে তার থেকে অনেক কম মূল্যে বিক্রি করতে হল, চোরাই জিনিস দেখেই কেমন করে জানি দোকানিরা বুঝে ফেলে।"
প্রোগ্রামার,টাকাগুলো হাতে পেয়েই সে নয়াবাজারের মোড়ের কম্পিউটার ট্রেনিং সেন্টারের একটি অত্যন্ত উচ্চাভিলাষী কোর্সে ভর্তি হয়ে গেল।
প্রোগ্রামার,কম্পিউটার ট্রেনিং সেন্টারটির সাইনবোর্ডে অনেক বড় বড় এবং ভালো ভালো কথা লেখা থাকলেও এর প্রকৃত অবস্থা ছিল অত্যন্ত করুণ।
প্রোগ্রামার,একটি আধো অন্ধকার ঘিঞ্জিঘরে কিছু প্রায় বিলুপ্ত প্রজাতির ভাইরাসদৃষ্ট কম্পিউটার এবং একজন অশিক্ষিত ইন্সট্রাক্টর ছাড়া আর বিশেষ কিছু ছিল না।
প্রোগ্রামার,"কোর্স চলাকালীন যখন অন্য ছাত্রেরা হোঁচট খেতে খেতে এক জায়গাতেই অন্ধের মতো ঘুরপাক খাচ্ছিল তখন জামশেদ অপারেটিং সিস্টেমের বেড়াজাল পার হয়ে প্রোগ্রামিং ল্যাংগুয়েজের সৃজনশীল ভূখন্ডে পা দিয়ে ফেলল৷
অর্ধশিক্ষিত ইন্সট্রাক্টর এই ব্যতিক্রমী ছাত্রকে পেয়ে প্রথমে অত্যন্ত বিরক্তি বোধ করলেও যখন আবিষ্কার করল সে তাকে আর প্রশ্ন না করে নিজে নিজেই কম্পিউটারের গহিনে প্রবেশ করে যাচ্ছে, সে স্বস্তির নিশ্বাস ফেলে বাঁচল।"
প্রোগ্রামার,তিন মাসের এই উচ্চাভিলাষী কোর্সের দ্বিতীয় মাসের দিকে জামশেদ আবিষ্কার করল এখানে তার শেখার মতো আর কিছুই বাকি নেই।
প্রোগ্রামার,"যে স্বল্প সময় তাকে কম্পিউটারের সামনে বসতে দেয়া হয় সেটি তার জন্যে যথেষ্ট নয়, যে করেই হোক তাকে এই রহস্যময় যন্ত্রটিকে আরো দীর্ঘ সময়ের জন্যে পেতে হবে।"
প্রোগ্রামার,"যে পদ্ধতিতে সে এই কোর্সের ব্যয়ভার বহন করেছে সেই একই পদ্ধতিতে কম্পিউটার কেনা সম্ভব নয়, কিন্তু একটি কম্পিউটারকে চব্বিশ ঘণ্টা কাছাকাছি না পেলে সে যে ভয়ানক কিছু একটা করে ফেলতে পারে সে ব্যাপারে কোনো সন্দেহ নেই।"
প্রোগ্রামার,জামশেদের ভয়ানক কিছু করার প্রয়োজন হল না।
প্রোগ্রামার,কারণ তার একটি অভাবিত সুযোগ এসে গেল।
প্রোগ্রামার,কম্পিউটার ট্রেনিং সেন্টারের অর্ধশিক্ষিত ইন্সট্রাক্টর ভদ্রলোক স্থানীয় একটি দৈনিক পত্রিকায় কম্পিউটার অপারেটর পদে চাকরি নিয়ে চলে গেল।
প্রোগ্রামার,ট্রেনিং সেন্টারের মালিক প্রায় এক ডজন নানা ধরনের ছাত্র নিয়ে অত্যন্ত বিপদের মাঝে পড়ে গেলেন।
প্রোগ্রামার,ছাত্রদের সবাইও তাদের টাকা ফেরত দেয়ার দাবি করতে লাগল।
প্রোগ্রামার,ট্রেনিং সেন্টারের মালিক যখন কোর্স শেষ করার জন্যে পাগলের মতো একজন ইন্সট্রাক্টর খোঁজ করছিলেন তখন জামশেদ তাঁর কাছে কাজ চালিয়ে নেবার প্রস্তাব দিল।
শিকারি,"সানি ডাইনিং টেবিলে বসে ট্রনকে বলল, ‘আমাকে এক কাপ গরম কফি দাও।"
শিকারি,কুইক।
শিকারি,"সে বলল, ‘গরম কথাটি খুবই আপেক্ষিক।"
শিকারি,কারও কারও কাছে মনে হয় ৩০ ডিগ্রি সেলসিয়াস হচ্ছে গরম।
শিকারি,"কেউ কেউ মনে করে, ৮০ ডিগ্রি সেলসিয়াস হচ্ছে গরম।"
শিকারি,কাজেই আপনার সুনির্দিষ্টভাবে বলা উচিত আপনি কত তাপমাত্রার গরম কফি চান।
শিকারি,সোজা জিনিসটাও তোমার ঘিলুতে ঢোকানো যায় না।
শিকারি,আপনি ব্যাটা শব্দ ব্যবহার করেছেন।
শিকারি,আমার ডিকশনারিতে ব্যাটা শব্দের অর্থ পুরুষ মানুষ।
শিকারি,অথচ আমি পুরুষ বা মহিলা কিছু নই।
শিকারি,"আমি একটি রোবট, আপনি ঘিলু শব্দটা ব্যবহার করেছেন কিন্তু একটা বাচ্চাও জানে, রোবটের ঘিলু থাকে না।"
শিকারি,তাদের থাকে কপোট্রন।
শিকারি,চুপ করে আমি যা বলছি তা-ই করো।
শিকারি,এক কাপ গরম কফি।
শিকারি,এবারে হয়েছে?
শিকারি,"শান্তভাবে বলল, ‘হয়েছে।"
শিকারি,আমি এক্ষুনি নিয়ে আসছি।
শিকারি,"সানি সেই কফির মগ হাতে নিয়ে যখন চুমুক দেবে, ঠিক তখন ট্রন কফির মগটা ছিনিয়ে নিয়ে গেল।"
শিকারি,"সানি বলল, “সেকি!”"
শিকারি,সেকি!
শিকারি,কী করছ তুমি?
শিকারি,"সানি চিৎকার করে বলল, ‘হয়েছে তো হয়েছে।"
শিকারি,আমি সেটাই খাব।
শিকারি,কফির মগটা এক্ষুনি নিয়ে এসো আমার কাছে।
শিকারি,"একবার বলছেন তাপমাত্রা দরকার ৮০ দশমিক ৩৭, আবার বলছেন ৮০ দশমিক ৩৬-তেই কাজ চলে যাবে।"
শিকারি,"সানি অনেক কষ্ট করে নিজেকে শান্ত করে বলল, ‘ট্রন, তুমি আমার সামনে দাঁড়াও।"
শিকারি,আমি তোমাকে কয়েকটা কথা বলি।
শিকারি,"বলল, ‘বলেন।"
শিকারি,আমরা মানুষের মতো নই।
শিকারি,আমরা কিছু ভুলি না।
শিকারি,তোমাদের তৈরি করা হয়েছে মানুষকে সাহায্য করার জন্য।
শিকারি,কাজেই তোমাদের মানুষের চরিত্র বুঝতে হবে।
শিকারি,মানুষ সিদ্ধান্তহীনতা পছন্দ করে না।
শিকারি,মানুষ সব সময় সিদ্ধান্ত নিতে চায়।
শিকারি,"তার মাঝে খুঁটিনাটি পছন্দ করে না, দ্রুত সিদ্ধান্ত নিতে চায়।"
শিকারি,"এখন তুমি যদি গরম শব্দটার ব্যাখ্যা নিয়েই দিন পার করে দাও, তাহলে হবে না।"
শিকারি,"গরম বলতে কী বোঝাই, সেটা জানতে হবে, তার ওপর সিদ্ধান্ত নিতে হবে।"
শিকারি,আজকে সারা দিন তুমি আমার সঙ্গে থাকো।
শিকারি,তুমি দেখো আমি কীভাবে কাজ করি।
শিকারি,সেটা দেখে শেখো।
শিকারি,"তুমিও যদি সেভাবে কাজ করতে পারো, তাহলে আমি তোমাকে ব্যবহার করতে পারব।"
শিকারি,"যদি না পারো, তাহলে তোমাকে ফিরিয়ে দেওয়া ছাড়া কোনো গতি থাকবে না।"
শিকারি,"আমার ডিকশনারি বলছে, শিকার অর্থ পশুপাখি হত্যা করা।"
শিকারি,পশুপাখির বুদ্ধিবৃত্তি মানুষ থেকে কম।
শিকারি,"কাজেই মানুষ যদি তাদের হত্যা করতে চায়, তারা কোনোভাবেই নিজেদের রক্ষা করতে পারবে না।"
শিকারি,এটি একটি অসম প্রতিযোগিতা ।
শিকারি,"সানি বিরক্ত হয়ে টেবিলে থাবা দিয়ে বলল, ‘এই যে তুমি আবার ঘ্যান ঘ্যান শুরু করেছ।"
শিকারি,"আমি তোমাকে বলেছি, বাজে তর্ক না করে সিদ্ধান্ত নিতে শেখো।"
শিকারি,শিকার করা মানুষের একটা প্রাচীন স্পোর্টস।
শিকারি,"মানুষ হাজার হাজার বছর আগে থেকে শিকার করে আসছে,ভবিষ্যতেও হাজার হাজার বছর ধরে শিকার করবে।"
শিকারি,"কাজেই এটা অসম প্রতিযোগিতা কি না, সেটা আমি তোমার কাছে শুনতে চাই না।"
শিকারি,বুঝেছ?
শিকারি,বড় একটা হ্রদের পাশে পাইনগাছের সারি।
শিকারি,"পেছনে পাহাড়, পাহাড়ের চূড়ায় মুকুটের মতো সাদা বরফ।"
শিকারি,"সামনে বিস্তৃত বিশাল উপত্যকা, সেখানে ঘন সবুজ গাছ।"
শিকারি,"সানি মুগ্ধ হয়ে তাকিয়ে থেকে বলল, ‘আহ্!"
শিকারি,কী মায়াময় পরিবেশ!
শিকারি,"একটা প্রাকৃতিক দৃশ্যের বেলায়—'
ট্রন বাক্যটা শেষ করতে পারল না, সানি তাকে ধমক দিয়ে থামিয়ে দিয়ে বলল, “তুমি বাজে বকবক করবে না।”"
শিকারি,যেটা বলছি সেটা শোনো।
শিকারি,কপোট্রনে জমা করে রাখো।
শিকারি,"সানির চোখ উত্তেজনায় চকচক করতে থাকে, সে ফিসফিস করে ট্রনকে বলল, ‘বন্দুকটা দাও।"
শিকারি,হ্রদের কাছাকাছি পৌঁছে একটা বড় গাছের আড়ালে লুকিয়ে বন্দুকটা তুলে সে গুলি করল।
শিকারি,"গুলির শব্দ দূর পাহাড় থেকে প্রতিধ্বনিত হয়ে ফিরে আসে, সঙ্গে সঙ্গে সবগুলো পাখি কর্কশ শব্দ করে ডাকতে ডাকতে উড়ে গেল, শুধু তিন-চারটা পাখি হ্রদের পানিতে পড়ে ডানা ঝাপটাতে থাকে।"
শিকারি,সানি পানিতে নেমে পাখিগুলো তুলে নিয়ে আসে।
একটি বাঘের কথা,"আমি হচ্ছি সেই বাঘ, যার চরিত্রকে কটাক্ষ করে একটা গল্প এই দেশে চালু আছে।"
একটি বাঘের কথা,"গল্পটা সবাই জানে, বইপত্রে তার শিরোনাম হচ্ছে দুষ্টু বাঘ।"
একটি বাঘের কথা,"গল্পটা এ রকম:
এক বাড়ির সামনে একটা খাঁচায় একটা বাঘকে আটকে রাখা হয়েছে।"
একটি বাঘের কথা,সেই খাঁচার সামনে দিয়ে যে-ই যায় বাঘ তাকে অনুনয়-বিনয় করে তাকে ছেড়ে দিতে বলে।
একটি বাঘের কথা,একজন বোকাসোকা পণ্ডিত সত্যি সত্যি খাঁচা খুলে বাঘকে ছেড়ে দিল।
একটি বাঘের কথা,"বাঘ বের হয়েই পণ্ডিতকে বলল, “আমি তোমাকে খাব।”"
একটি বাঘের কথা,পণ্ডিতমশায় তখন তাকে সাক্ষী মানল।
একটি বাঘের কথা,"বলল, ‘ভাই শেয়াল, এই বাঘটা খাঁচার মাঝে আটকা ছিল, আমি এই পথে যাচ্ছিলাম, তখন বাঘটা বলল তাকে ছেড়ে দিতে।"
একটি বাঘের কথা,তখন বাঘটা হেঁটে যাচ্ছিল?
একটি বাঘের কথা,তুমি কিছুই বোঝ না।
একটি বাঘের কথা,"আমি খাঁচার মাঝে ছিলাম, পণ্ডিত হেঁটে যাচ্ছিল।"
একটি বাঘের কথা,"বাঘ বিরক্ত হয়ে বলল, “তুমি কিছুই বোঝ না।”"
একটি বাঘের কথা,"তারপর পণ্ডিতকে বলল, ‘এখন তুমি বাড়ি যাও।"
একটি বাঘের কথা,"আর শোনো, ভবিষ্যতে কখনো কোনো দুষ্টু বাঘের উপকার করতে যেয়ো না।"
একটি বাঘের কথা,তাহলে সে নির্ঘাত তোমার ঘাড় মটকে খাবে।
একটি বাঘের কথা,আমার মনে হয় এখন সত্যি কথা বলার সময় হয়েছে।
একটি বাঘের কথা,আমি মোটেও দুষ্টু বাঘ নই এবং সত্যি কথা বলতে কি আমার প্রতি আসলে ঘোরতর অবিচার করা হয়েছিল।
একটি বাঘের কথা,আমি এখন জাতির সামনে সত্যিকারের কাহিনীটা তুলে ধরতে চাই।
একটি বাঘের কথা,সবাই নিশ্চয়ই লক্ষ করেছে গল্পের শুরুতে বলা হয়েছে একটা বাঘকে একটা খাঁচার মাঝে আটকে রাখা হয়েছে।
একটি বাঘের কথা,"আমি মুক্ত এবং স্বাধীন একটা বাঘ, সুন্দরবনে আমি ঘুরে বেড়াই, দেশ-বিদেশ থেকে লোকজন আমাকে দেখতে সুন্দরবনে যায়, আমার ফটো তোলে।"
একটি বাঘের কথা,আমাকে কেমন করে খাঁচায় আটকানো হলো সেই কথাটা কেউ বলে না।
একটি বাঘের কথা,আসলে একটা অজ্ঞান পার্টি আমার খাবারে বিষ দিয়ে অজ্ঞান করে খাঁচার ভেতরে নিয়ে এসেছিল।
একটি বাঘের কথা,একটা বন্য পশুকে খাঁচার ভেতরে আটকে রাখলে বন্য পশু অধিদপ্তরের কঠোর শাস্তি দেওয়ার কথা কিন্তু অনেক টাকা ঘুষ দিয়ে কর্মকর্তাদের মুখ বন্ধ করে রাখা হয়েছিল।
একটি বাঘের কথা,"যাই হোক, স্বাভাবিক কারণেই আমি খাঁচা থেকে বের হতে চাইতাম এবং যে-ই আসত, তাকেই বলতাম আমাকে বের করে দেওয়ার জন্য।"
একটি বাঘের কথা,নিষ্ঠুর মানুষেরা কেউ আমার খাঁচা খুলে দিল না।
একটি বাঘের কথা,একদিন একটা বোকা পণ্ডিত খাঁচার সামনে দাঁড়িয়ে একটা লাঠি দিয়ে আমাকে খোঁচা দিতে লাগল।
একটি বাঘের কথা,"পশু নির্যাতন আইনে তার বিচার হওয়া উচিত, কিন্তু কে তার বিচার করবে?"
একটি বাঘের কথা,"আমি তাকে বললাম, ‘কেন আমাকে খোঁচাখুঁচি করছ।"
একটি বাঘের কথা,তার চাইতে তুমি আমাকে ছেড়ে দাও আমি তোমাকে সুন্দরবনে একটা প্লট জোগাড় করে দেব।
একটি বাঘের কথা,সেইখানে তুমি একটা হোটেল বানাতে পারবে।
একটি বাঘের কথা,সুন্দরবন যখন সপ্তাশ্চর্য হয়ে যাবে তখন লাখ লাখ টাকা কামাই করতে হবে।
একটি বাঘের কথা,"বের হয়ে আমি পণ্ডিতের টুটি চেপে ধরে বললাম, 'ব্যাটা পণ্ডিত, তোকে আমি খাব।"
একটি বাঘের কথা,"সুন্দরবনের রয়েল বেঙ্গল টাইগাররা শুকনো হাড় জিরজিরে মানুষ খায় না, তারা সুস্বাদু হরিণের মাংস খায়।"
একটি বাঘের কথা,আমার কথা বিশ্বাস না হলে উইকিপিডিয়াতে গিয়ে আমাদের খাদ্য কী সেটা যে কেউ দেখতে পারে।
একটি বাঘের কথা,"যাই হোক, আমার কথা শুনে বোকা এবং লোভী পণ্ডিত এতই ভয় পেয়ে গেল যে তার কাপড় নষ্ট হয়ে গেল—আমি তার আর বিস্তারিত বর্ণনা দিতে চাই না।"
একটি বাঘের কথা,ঠিক তখন শেয়াল এদিক দিয়ে যাচ্ছিল।
একটি বাঘের কথা,"সবাই জানে শেয়াল হচ্ছে প্রতারক, ধূর্ত এবং ঠগ।"
একটি বাঘের কথা,নিরীহ কুমিরছানাদের খেয়ে ফেলার জন্য তার বিরুদ্ধে সন্ত্রাসী আইনে মামলা আছে।
একটি বাঘের কথা,"পণ্ডিত শেয়ালকে বলল, ‘ভাই শেয়াল, আমাকে বাঁচাও।"
একটি বাঘের কথা,"খাঁচায় দীর্ঘদিন থেকে আপনার চোখের নিচে কালি পড়ে গেছে, আমার কাছে চোখের ক্রিম আছে আপনার চোখে লাগিয়ে দিই।"
একটি বাঘের কথা,"আমি সত্ এবং ন্যায়বান, ধরে নিই সবাই বুঝি আমার মতন।"
একটি বাঘের কথা,আমি তখনও জানি না যে শেয়াল মলম পার্টিতে যোগ দিয়েছে।
একটি বাঘের কথা,সে আমার দুই চোখে মলম লাগিয়ে দিল।
একটি বাঘের কথা,সঙ্গে সঙ্গে আমার চোখে কী যন্ত্রণা!
একটি বাঘের কথা,"চোখে কিছু দেখি না, কোন দিকে যাচ্ছি কিছুই বুঝতে পারি না।"
একটি বাঘের কথা,"একটা লাফ দিয়েছি, ভুল করে খাঁচার ভেতরেই ঢুকে গেছি।"
একটি বাঘের কথা,সঙ্গে সঙ্গে খাঁচার দরজা বন্ধ করে শেয়াল তালা মেরে দিয়েছে।
একটি বাঘের কথা,সেই থেকে আমি এখনো খাঁচার ভেতরে আটকা।
একটি বাঘের কথা,খবর পেয়েছি শেয়াল ক্রসফায়ারে মারা পড়েছে।
একটি বাঘের কথা,পণ্ডিত চিনি মজুদ করে ব্যবসা করে অনেক টাকা কামিয়েছে।
একটি বাঘের কথা,আমি বন্য পশু অধিদপ্তরে যোগাযোগ করার চেষ্টা করছি।
একটি বাঘের কথা,"একদিন নিশ্চয়ই আমি যুক্ত হব, আবার সুন্দরবনে ফিরে যাব।"
একটি বাঘের কথা,ফিরে যাওয়ার আগে আমি সংবাদ সম্মেলন করে সত্য কথাটি সবার সামনে প্রকাশ করে যাব।
একটি বাঘের কথা,"যতদিন সেটা না হচ্ছে ততদিন আমি সবাইকে জানাতে চাই আমি দুষ্টু বাঘ নই, আমি ষড়যন্ত্রের শিকার একটি অবহেলিত, নির্যাতিত নিপীড়িত বাঘ।"
